ID,Title,Definition
241259584,Jejunitis,No definition available
716935072,Acute caecitis,No definition available
259445340,Acute colitis,No definition available
780000914,Sigmoiditis,No definition available
1904876434,Predominantly sexually transmitted infections,No definition available
455894495,Syphilis,A predominantly sexually transmitted infection caused by Treponema pallidum ssp. pallidum.
587996426,Congenital syphilis,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. This disease may present with clinical signs depending on the stage of disease. Transmission is by vertical transmission.
108348777,Early congenital syphilis,"A disease affecting newborns or children up to 2 years of age, caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. Transmission is by vertical transmission. Confirmation is by prenatal screening."
395565060,"Early congenital syphilis, symptomatic","A disease affecting newborns or children up to 2 years of age, caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. This disease is characterised by premature birth, hepatosplenomegaly, skeletal abnormalities, and bullous skin disease. Transmission is by vertical transmission."
711006255,Mucocutaneous early congenital syphilis,No definition available
726266220,Congenital syphilitic condylomata lata,No definition available
1048313178,Syphilitic pemphigus,No definition available
302812272,Early congenital syphilitic osteochondropathy,No definition available
2108633257,Congenital syphilitic epiphysitis,No definition available
384870295,Congenital syphilitic rhinitis,No definition available
1078216109,Early congenital syphilitic laryngitis,No definition available
621877896,Early congenital syphilitic pharyngitis,No definition available
859699797,Congenital syphilitic pneumonia,No definition available
313051449,Congenital syphilitic splenomegaly,No definition available
1886891559,Congenital syphilitic synovitis,No definition available
1142696707,Early congenital syphilitic oculopathy,No definition available
63089569,Congenital syphilitic chorioretinitis,No definition available
638580323,Congenital syphilitic choroiditis,No definition available
14436164,Early congenital visceral syphilis,No definition available
1926763926,"Early congenital syphilis, latent",No definition available
1685932952,Late congenital syphilis,"Congenital syphilis presenting after two years of age and often not until many years later. Saddle nose and peg-shaped (Hutchinson's) teeth are pathognomonic. As in late acquired syphilis, gummata, periostitis, optic atrophy, deafness, paralysis and dementia may develop when treatment is delayed."
1665042685,Late congenital syphilitic oculopathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with oculopathy."
858676642,Late congenital syphilitic interstitial keratitis,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with interstitial keratitis."
595492502,Late congenital syphilitic optic atrophy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with optic atrophy."
260060998,Late congenital syphilitic chorioretinitis,No definition available
282073961,Late congenital neurosyphilis,"Neurological sequelae of longstanding (> 2 years) untreated congenital neurosyphilis include mental delay, hydrocephalus, seizures, cerebral infarction and cranial nerve palsies."
1050531198,Congenital meningovascular syphilis,No definition available
2041492084,Late congenital syphilitic meningitis,No definition available
1645854396,Juvenile syphilis of central nervous system with general paralysis,No definition available
683712839,Juvenile syphilis of central nervous system with taboparesis,No definition available
2065723267,Late congenital syphilitic encephalitis,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with encephalitis."
1516230030,Late congenital syphilitic polyneuropathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with polyneuropathy."
2132718683,"Other late congenital syphilis, symptomatic",No definition available
33402099,Late congenital syphilitic sensorineural deafness,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with sensorineural deafness."
440549475,Late congenital cardiovascular syphilis,No definition available
950764101,Congenital syphilitic aortitis,No definition available
1293747766,Congenital syphilitic endarteritis,No definition available
2120943593,Congenital syphilitic aneurysm,No definition available
605260714,Congenital ruptured syphilitic aneurysm,No definition available
1433637865,Congenital syphilitic aortic aneurysm,No definition available
1556920589,Late congenital syphilitic osteochondropathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with osteochondropathy."
848842350,Late congenital syphilitic arthropathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with syphilitic arthropathy."
952209928,Gummatous late congenital syphilis,No definition available
1308163750,Syphilitic craniotabes,No definition available
491756905,Syphilitic saddle nose deformity,No definition available
645425231,Hutchinson triad,No definition available
1404381968,Congenital syphilitic leontiasis,No definition available
1663135990,Congenital syphilitic sarcocele,No definition available
651105539,Congenital syphilitic palatine vault perforation,No definition available
640347539,Congenital syphilitic stigmata,No definition available
20350466,"Late congenital syphilis, latent",No definition available
1179111584,Early syphilis,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum, including primary and secondary stages of syphilis, and early latent syphilis of less than 2 years duration. This disease is characterised by a single chancre in the primary stage, and diffuse rash in the secondary stage. Transmission is commonly by sexual contact."
191565955,Primary genital syphilis,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by a single chancre in the genital region. Transmission is commonly by sexual contact.
464953498,Syphilis of penis,No definition available
535744054,Syphilis of vagina,No definition available
1211526494,Syphilitic vulvitis,No definition available
1845178526,Urethral chancre,No definition available
1847647511,Primary anal syphilis,No definition available
445484522,Primary syphilis of other sites,No definition available
1772314162,Primary syphilitic extragenital chancre,No definition available
145649589,Intraoral syphilitic chancre,No definition available
761475703,Primary syphilis of nipple,No definition available
574571125,Primary syphilis of fingers,No definition available
247724749,Primary syphilis of lip,No definition available
722380559,Primary syphilis of tonsils,No definition available
2143699068,Secondary syphilis of skin or mucous membranes,A disease caused by an infection with Treponema pallidum pallidum. This disease is characterised by lesions of the skin and mucous membranes. Transmission is commonly by sexual contact.
157916891,Macular syphilide,"The earliest manifestation of secondary syphilis which appears on average eight weeks after initial infection as widespread, symmetrical, copper-red, round and oval macules which, on the back, follow the lines of skin cleavage. It is asymptomatic and can be easily overlooked."
1056620453,Papular syphilide,No definition available
858687185,Oral mucosal secondary syphilis,No definition available
477720002,Condylomata lata,"This is a cutaneous condition characterised by wart like lesions on the genitals. They are generally symptoms of the secondary phase of syphilis, caused by the spirochete, Treponema pallidum."
78357809,Secondary syphilis of anus,No definition available
901138187,Secondary syphilis of vulva,No definition available
1248956018,Cutaneous complications of secondary syphilis,Less common cutaneous manifestations of secondary syphilis
1372480224,Lues maligna,A fulminant nodulo-ulcerative form of secondary syphilis which is more prevalent in individuals with HIV infection.
1134237051,Syphilitic leukoderma,An uncommon presentation of secondary syphilis which may be mistaken for vitiligo.
1337644807,Syphilitic alopecia,"Secondary syphilis may result in a “moth-eaten” alopecia of the scalp, resembling a rather diffuse and patchy alopecia areata; other body areas, especially the eyebrows and beard, may be affected. Less commonly, diffuse hair loss occurs in the absence of other cutaneous signs of syphilis and resembling the diffuse hair loss of telogen effluvium (essential syphilitic alopecia). Syphilitic alopecia is non-scarring except in the rare nodulo-ulcerative form of secondary syphilis known as lues maligna: this is a necrotizing vasculitis which can result in permanent hair follicle destruction in the scalp and other areas of the body."
204002280,Secondary syphilis of other sites,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by less common symptoms of syphilis, including hepatitis, kidney disease, arthritis, periostitis, optic neuritis, uveitis, or interstitial keratitis. Transmission is commonly by sexual contact."
1587982105,Early syphilis involving the eye,"Ocular secondary syphilis may manifest as acute iritis, posterior uveitis, panuveitis, diffuse chorioretinitis or perivasculitis."
1185264062,Secondary syphilitic anterior uveitis,"This refers to a secondary, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with anterior uveitis."
1621659194,Early syphilis involving the digestive tract,This is an early sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the digestive tract.
1989299962,Secondary syphilitic proctocolitis,"This refers to a proctocolitis due to syphilis in the second of three stages, that is venereal disease caused by Treponema pallidum."
543430701,Secondary syphilitic hepatitis,"Clinical hepatitis is rare in the secondary spirochaetal septicaemic stage. However, sometimes the picture is of severe cholestatic jaundice."
159444979,Secondary syphilitic gastritis,"Symptomatic secondary syphilitic gastritis is uncommon, occurring in less than 1% of patients with syphilis in the antibiotic era. The most common symptoms include nausea, vomiting, epigastric pain and anorexia; rarely, acute bleeding, gastric perforation and/or obstruction may occur."
1226749615,Early syphilis involving the musculoskeletal system,This is an early sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the musculoskeletal system.
5860604,Secondary syphilitic synovitis or tenosynovitis,This is a disorder of inflammation of the joint lining or tendon sheath which causes progressive amounts of pain and is secondary to a syphilitic infection.
1327400635,Secondary syphilitic periostitis,"This refers to a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, causing inflammation of the periosteum."
1451105236,Symptomatic early neurosyphilis,"A rare manifestation of syphilis which usually occurs within the first twelve months of infection. The clinical forms of the condition include acute or subacute meningitis, cranial nerve dysfunction and inflammatory cerebral vasculitis presenting as stroke. The risk is greatly increased by co-infection with HIV."
1816899837,Secondary syphilitic female pelvic inflammatory disease,No definition available
1828328136,Secondary syphilitic lymphadenitis,No definition available
1768103550,Latent early syphilis,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease less than 1 year after secondary syphilis. Transmission is commonly by sexual contact.
854229089,Late syphilis,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by gummas, neurological abnormalities, or cardiac abnormalities. Clinical signs normally manifest approximately 3-15 years after initial infection. Transmission is commonly by sexual contact."
2118246468,Neurosyphilis,"A disease of the brain or spinal cord caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by four different forms: meningovascular, tabes dorsalis, general paresis, or may be asymptomatic. Clinical signs normally manifest approximately 4-25 years after initial infection. Transmission is commonly by sexual contact."
453651926,Asymptomatic neurosyphilis,No definition available
1873247529,Symptomatic late neurosyphilis,"A diverse constellation of neuropsychiatric signs resulting from prolonged untreated or inadequately treated syphilis. The protean clinical manifestations include chronic, insidious meningeal inflammation with cranial nerve palsy, cognitive and/or behavioural impairment, ataxia, stroke, seizures and visual or auditory impairment."
1642937006,Meningovascular syphilis,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the meningovascular.
569391178,Late syphilitic encephalitis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving acute inflammation of the brain."
1801625462,Syphilitic parkinsonism,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with a neurological syndrome characterised by tremor, hypokinesia, rigidity, and postural instability."
327066330,Late syphilitic acoustic neuritis,No definition available
747150952,Syphilitic Argyll Robertson pupil,No definition available
1073102476,Late syphilitic polyneuropathy,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis with a serious, unpredictable, occasionally progressive, and life threatening neurological disorder that occurs when many nerves throughout the body malfunction simultaneously."
1131342025,Tabes dorsalis,"This is a slow degeneration (specifically, demyelination) of the sensory neurons that carry afferent information. The degenerating nerves are in the dorsal columns (posterior columns) of the spinal cord (the portion closest to the back of the body) and carry information that help maintain a person's sense of position (proprioception), vibration, and discriminative touch."
172468257,Myelitis due to Treponema pallidum,"An inflammatory disorder of the spinal cord due to infection by Treponema pallidum. The symptoms and signs may be acute or subacute in onset, and include paraparesis or paraplegia, sensory loss appropriate with the level of the spinal cord affected, loss of sphincter control, and lower motor neurone signs. The spinal fluid usually shows a lymphocytosis, elevated protein level, and a normal or slightly low glucose level. Diagnosis may be confirmed by neuroimaging, spinal fluid analysis, and serological tests for syphilis."
547481150,Meningomyelitis due to Syphilis,No definition available
666731465,Dementia due to neurosyphilis,"Dementia due to neurosyphilis, a disease of the central nervous system caused by an infection with the gram-negative bacteria Treponema pallidum, with brain involvement, and supportive clinical, imaging and laboratory features of the disease without another identifiable cause of cognitive dysfunction. There may be associated psychiatric symptoms. This type of dementia is considered to be treatable and, therefore, reversible (at least partially)."
150752330,Bulbar palsy syphilis,No definition available
388558112,General syphilitic paralysis,No definition available
2024955321,Late syphilitic paresis,No definition available
1125881661,Neurosyphilitic ataxia,No definition available
1177532611,Progressive syphilitic spinal ataxia,No definition available
1187659859,Spastic spinal syphilitic paralysis,No definition available
1174862381,Syphilitic arthritis,No definition available
1944372937,Syphilitic posterior spinal sclerosis,No definition available
1993402679,Syphilitic hemiplegia,No definition available
559107309,Syphilitic monoplegia,No definition available
1061952665,Syphilitic paraplegia,No definition available
44646083,Meningitis due to Treponema pallidum,This is an infectious disease caused by the inflammation of the protective membranes covering the brain and spinal cord known as the meninges. It develops in response to a bacterial infection of the cerebrospinal fluid by Treponema pallidum.
183283901,Cardiovascular late syphilis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the cardiovascular area."
1615424938,Syphilitic aortic incompetence,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving aortic incompetence.
778571053,Syphilitic aortic stenosis,No definition available
188556834,Syphilitic pulmonary regurgitation,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving pulmonary regurgitation.
1652423117,Syphilitic endocarditis,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, causing inflammation of the inner layer of the heart, the endocardium."
2089616085,Syphilitic endocarditis of aortic valve,No definition available
1566210393,Syphilitic endocarditis of pulmonary valve,No definition available
119333982,Syphilitic myocarditis,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, causing inflammation of heart muscle (myocardium)."
921262131,Syphilitic aortitis,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, causing inflammation of the aortic wall."
1907482199,Syphilitic aneurysm of aorta,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, causing an aneurysm of the aorta."
1808191176,Syphilitic cerebral arteritis,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with cerebral arteritis.
1332034728,Syphilitic coronary aneurysm,No definition available
1789419884,Syphilitic arteritis,No definition available
544308881,Syphilitic carotid aneurysm,No definition available
1793730954,Syphilitic coronary arteritis,No definition available
1203843265,Syphilitic endarteritis,No definition available
2032603785,Syphilitic heart disease,No definition available
867976594,Syphilitic mediastinal aneurysm,No definition available
1238909821,Syphilitic mitral valve stenosis,No definition available
477253026,Syphilitic ostial coronary disease,No definition available
119241416,Syphilitic pericarditis,No definition available
494941010,Syphilitic phlebitis,No definition available
1210727823,Syphilitic valvulitis,No definition available
499284912,Pericardial gumma,No definition available
2027252859,Syphilitic pulmonary aneurysm,No definition available
1883423833,Symptomatic late syphilis of other sites,No definition available
551528014,Ocular late syphilis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with ocular."
894220791,Late syphilitic episcleritis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with a benign, self-limiting inflammatory disease affecting part of the eye called the episclera."
2123347071,Late syphilitic posterior uveitis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with posterior uveitis."
1732467978,Late syphilitic retrobulbar neuritis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with retrobulbar neuritis."
869793016,Late syphilitic optic atrophy,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with an optic atrophy."
993168214,Syphilitic retinitis,No definition available
1702454197,Syphilitic uveitis,No definition available
711647083,Late syphilitic chorioretinitis,No definition available
2063826056,Late syphilis involving the musculoskeletal system,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the musculoskeletal system."
526344358,Syphilitic Charcot arthropathy,"A form of neuropathic arthropathy which arises as a complication of late syphilitic polyneuropathy. Joint destruction, most commonly involving the lower extremities, results from damage to sensory nerves."
404416516,Syphilitic osteopathy or osteochondropathy,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving osteopathy or osteochondropathy.
1883089743,Late syphilitic bursitis,This is a long-standing disorder of inflammation of one or more bursae (small sacs) of synovial fluid in the body which usually results in pain and is caused by a syphilitic agent.
273988093,"Late syphilitic bursitis, multiple sites",No definition available
1964995689,"Late syphilitic bursitis, shoulder region",No definition available
1021158854,"Late syphilitic bursitis, acromioclavicular joints",No definition available
739720308,"Late syphilitic bursitis, clavicle",No definition available
1405741053,"Late syphilitic bursitis, glenohumeral joints",No definition available
1658062279,"Late syphilitic bursitis, scapula",No definition available
1821327003,"Late syphilitic bursitis, sternoclavicular joints",No definition available
28451992,"Late syphilitic bursitis, upper arm",No definition available
950831492,"Late syphilitic bursitis, elbow joint",No definition available
1298254533,"Late syphilitic bursitis, humerus",No definition available
1694099714,"Late syphilitic bursitis, forearm",No definition available
405683340,"Late syphilitic bursitis, radius",No definition available
1743841029,"Late syphilitic bursitis, ulna",No definition available
1458373951,"Late syphilitic bursitis, wrist joint",No definition available
387414678,"Late syphilitic bursitis, hand",No definition available
372723510,"Late syphilitic bursitis, carpus",No definition available
684813694,"Late syphilitic bursitis, fingers",No definition available
469527057,"Late syphilitic bursitis, metacarpus",No definition available
1918678788,"Late syphilitic bursitis, pelvic region or thigh",No definition available
454660737,"Late syphilitic bursitis, buttock",No definition available
237739703,"Late syphilitic bursitis, femur",No definition available
736543605,"Late syphilitic bursitis, hip joint",No definition available
801025499,"Late syphilitic bursitis, pelvis",No definition available
498646407,"Late syphilitic bursitis, sacroiliac joint",No definition available
116516861,"Late syphilitic bursitis, lower leg",No definition available
327716053,"Late syphilitic bursitis, fibula",No definition available
762228381,"Late syphilitic bursitis, tibia",No definition available
224093919,"Late syphilitic bursitis, knee joint",No definition available
1673144937,"Late syphilitic bursitis, ankle or foot",No definition available
1712802378,"Late syphilitic bursitis, ankle joint",No definition available
1492215810,"Late syphilitic bursitis, metatarsus",No definition available
1812255368,"Late syphilitic bursitis, other joints in foot",No definition available
2093894450,"Late syphilitic bursitis, tarsus",No definition available
51417279,"Late syphilitic bursitis, toes",No definition available
628509080,Late syphilitic synovitis,No definition available
2140576355,"Syphilis, stage unspecified, of bone",No definition available
185472928,"Syphilis, stage unspecified, of muscle",No definition available
632053442,"Syphilis, stage unspecified, of synovium",No definition available
1934471301,Late syphilis of skin or mucous membranes,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the skin and mucous membranes."
1155437051,Nodular syphilide,No definition available
1630654348,Gummatous syphilis,No definition available
165829625,Pulmonary late syphilis,"This is a pulmonary, late sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum."
2117556221,Renal late syphilis,"Renal involvement in late syphilis is uncommon but may manifest as membranous glomerulonephritis, mesangial and endothelial cell proliferative glomerulonephritis, rapidly progressive glomerulonephritis and nephrotic syndrome."
373294621,Late syphilitic female pelvic inflammatory disease,"This is a late sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving inflammation of the uterus, fallopian tubes, and/or ovaries as it progresses to scar formation with adhesions to nearby tissues and organs."
1715215846,Syphilitic ascites,No definition available
1887172409,Syphilitic breast,No definition available
355379220,Syphilitic leontiasis,No definition available
285179774,Syphilitic placenta,No definition available
1357483787,Syphilis of adrenal gland,No definition available
867848022,Syphilis of liver,No definition available
1423633323,Hepatitis in late syphilis,No definition available
378726918,Syphilitic cirrhosis,No definition available
543430701,Secondary syphilitic hepatitis,"Clinical hepatitis is rare in the secondary spirochaetal septicaemic stage. However, sometimes the picture is of severe cholestatic jaundice."
1216262807,Syphilis of pituitary gland,No definition available
1725758455,Visceral syphilis,No definition available
1661807769,Urogenital syphilis,No definition available
578002760,Syphilis of abdomen,No definition available
1650814769,Syphilitic splenomegaly,No definition available
1382524574,Syphilitic peritonitis,"This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum, that causes an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs."
74135147,Latent late syphilis,"Syphilis (acquired) without clinical manifestations, with positive serological reaction and negative spinal fluid test, two years or more after infection."
370440252,"Latent syphilis, unspecified as early or late",A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease. Transmission is commonly by sexual contact.
750696215,"Syphilis complicating pregnancy, childbirth or the puerperium","Syphilis complicating pregnancy, childbirth or the puerperium"
492883056,Interstitial keratitis and keratoconjunctivitis in syphilis,No definition available
1817763424,Female syphilitic pelvic inflammatory disease,"Inflammation of the uterus, fallopian tubes, or ovaries due to infection with Treponema pallidum (Syphilis), which may progress to scar formation with adhesions to nearby tissues and organs."
609214049,Gonococcal infection,A condition caused by an infection with the gram-negative bacteria Neisseria gonorrhoeae. Transmission is by sexual contact. Confirmation is by identification of Neisseria gonorrhoeae.
1977691885,Gonococcal genitourinary infection,No definition available
762120574,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,No definition available
1686305138,Acute gonococcal infection of lower genitourinary tract,No definition available
1520984388,Acute bladder gonorrhoea,No definition available
2071927498,Acute gonococcal cervicitis,No definition available
568487451,Acute gonococcal vulvovaginitis,No definition available
1620631356,Chronic gonococcal infection of lower genitourinary tract,No definition available
1878860014,Chronic gonococcal cervicitis,No definition available
270793571,Chronic gonorrhoea of bladder,No definition available
178814919,Chronic gonococcal vulvovaginitis,No definition available
442689137,Blennorrhoea lower genitourinary tract,No definition available
1951968762,Blennorrhagic vaginitis,No definition available
1674442837,Blennorrhagic vulvitis,No definition available
388936356,Blennorrhagic cystitis,No definition available
471016410,Gonococcal balanitis,No definition available
1706835456,Gonococcal cervicitis,No definition available
840358602,Gonococcal chordee,No definition available
638246732,Gonococcal cystitis,No definition available
217118850,Gonococcal folliculitis,No definition available
1112016389,Gonorrhoea of penis,No definition available
1181462425,Gonococcal lymphangitis of penis,No definition available
684710834,Gonococcal urethritis,No definition available
150606834,Gonococcal vaginitis,No definition available
1565531439,Gonococcal vulvitis,No definition available
2103825773,Gonococcal vulvovaginitis,No definition available
1210500328,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,No definition available
1706409620,Gonococcal Bartholin gland abscess,No definition available
1532206300,Acute gonococcal bartholinitis,No definition available
1262400796,Chronic gonococcal bartholinitis,No definition available
2065964154,Gonococcal vaginitis with abscess,No definition available
466329139,Gonococcal vulvitis with abscess,No definition available
2070303896,Gonococcal vulvovaginitis with abscess,No definition available
1574695220,Gonococcal urethritis with abscess,No definition available
414934619,Gonococcal abscess of penis,No definition available
1568078343,Gonococcal epididymitis,"This is a condition characterised by discomfort or pain in of the epididymis, a curved structure at the back of the testicle in which sperm matures and is stored."
833409171,Gonococcal orchitis,"This is inflammation of the testes. It can also involve swelling, heavy pains and frequent infection, and is more rarely known as didymitis (as in epididymis)."
1297293412,Acute gonococcal orchitis,No definition available
675559343,Chronic gonococcal orchitis,No definition available
1032655599,Gonococcal prostatitis,No definition available
1552826290,Acute gonococcal prostatitis,No definition available
357597950,Chronic gonococcal prostatitis,No definition available
1297293412,Acute gonococcal orchitis,No definition available
675559343,Chronic gonococcal orchitis,No definition available
1015780375,Gonococcal pelviperitonitis,"This is an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs."
1296297306,"Acute gonococcal infection of upper genitourinary tract, site unspecified",No definition available
152245238,Female gonococcal pelvic inflammatory disease,"A disease of the reproductive system in females, caused by an infection with the gram-negative bacteria Neisseria gonorrhoeae. This disease is characterised by fever, lower abdomen pain, vaginal discharge, pain during intercourse, burning sensation during urination, or bleeding between periods. Transmission is by sexual contact (an ascending infection in the vagina commonly due to sexual intercourse)."
650835555,Gonococcal peritonitis,"This is an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs, caused by gonococcal infection."
48273613,Acute gonococcal salpingitis,No definition available
1233448408,Chronic gonococcal salpingitis,No definition available
1226540022,Gonococcal seminal vesiculitis,No definition available
477968215,Acute gonococcal seminal vesiculitis,No definition available
953953221,Chronic gonococcal seminal vesiculitis,No definition available
689043757,Gonococcal ovarian abscess,No definition available
840155638,Gonococcal infection of other sites,No definition available
707709463,Gonococcal infection of musculoskeletal system,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the musculoskeletal system.
1787713905,Gonococcal infection of joint,No definition available
488918209,Gonococcal arthritis,No definition available
183445924,Acute gonococcal arthritis,No definition available
438677522,Blennorrhagic arthritis,No definition available
360081115,Gonococcal bursitis,This is a disorder of inflammation of one or more bursae (small sacs) of synovial fluid in the body which usually results in pain and is caused by a gonococcal agent.
1200746980,"Gonococcal bursitis, multiple sites",No definition available
584727666,"Gonococcal bursitis, shoulder region",No definition available
2026437397,"Gonococcal bursitis, clavicle",No definition available
2013544811,"Gonococcal bursitis, scapula",No definition available
642754952,"Gonococcal bursitis, acromioclavicular joint",No definition available
413764544,"Gonococcal bursitis, glenohumeral joint",No definition available
744239430,"Gonococcal bursitis, sternoclavicular joint",No definition available
1450667151,"Gonococcal bursitis, upper arm",No definition available
1016506608,"Gonococcal bursitis, humerus",No definition available
1128821631,"Gonococcal bursitis, elbow joint",No definition available
859611419,"Gonococcal bursitis, forearm",No definition available
1918210373,"Gonococcal bursitis, radius",No definition available
2081335833,"Gonococcal bursitis, ulna",No definition available
63992216,"Gonococcal bursitis, wrist joint",No definition available
1087517327,"Gonococcal bursitis, hand",No definition available
2085413625,"Gonococcal bursitis, carpus",No definition available
821917433,"Gonococcal bursitis, fingers",No definition available
517065991,"Gonococcal bursitis, metacarpus",No definition available
630849307,"Gonococcal bursitis, pelvic region or thigh",No definition available
1885697040,"Gonococcal bursitis, buttock",No definition available
281591483,"Gonococcal bursitis, femur",No definition available
1881619698,"Gonococcal bursitis, pelvis",No definition available
1035845571,"Gonococcal bursitis, hip joint",No definition available
56335755,"Gonococcal bursitis, sacroiliac joint",No definition available
1362407398,"Gonococcal bursitis, lower leg",No definition available
1672748994,"Gonococcal bursitis, fibula",No definition available
866438271,"Gonococcal bursitis, knee joint",No definition available
1283069938,"Gonococcal bursitis, tibia",No definition available
880763504,"Gonococcal bursitis, ankle or foot",No definition available
305266451,"Gonococcal bursitis, metatarsus",No definition available
1744616532,"Gonococcal bursitis, tarsus",No definition available
404907997,"Gonococcal bursitis, toes",No definition available
149487211,"Gonococcal bursitis, ankle joint",No definition available
685585961,"Gonococcal bursitis, other joints in foot",No definition available
1226209074,"Gonococcal bursitis, head",No definition available
1989598922,"Gonococcal bursitis, neck",No definition available
1215364226,"Gonococcal bursitis, ribs",No definition available
1904958001,"Gonococcal bursitis, skull",No definition available
1631699847,"Gonococcal bursitis, trunk",No definition available
513742856,"Gonococcal bursitis, vertebral column",No definition available
212461049,Gonococcal osteomyelitis,"This means an infection of the bone or bone marrow. It can be usefully subclassified on the basis of the causative organism (pyogenic bacteria or mycobacteria), the route, duration and anatomic location of the infection."
491869700,Gonococcal synovitis,This is a disorder of inflammation of the synovial membrane or joint lining which causes progressive amounts of pain and is the result of a gonococcal infection.
534744051,Gonococcal tenosynovitis,This is inflammation of the fluid-filled sheath (called the synovium) that surrounds a tendon which can cause progressive amounts of pain and is the result of a gonococcal infection.
885371282,Gonococcal rheumatism,No definition available
1439203351,Gonococcal spondylitis,No definition available
359736861,Gonococcal infection of rectum,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea of the rectum.
